,event,show portrait_fire,left,endline
,event,show portrait_player_gray,right,endline
,l,레이나,더 이상 태어나지 않는 인류.,endline
,l,레이나,종족 보존을 위해 만들어지는 '특별한 아이들'.,endline
,l,레이나,그게…. 우리의 정체였어.,endline
,event,show portrait_fire_gray,left,endline
,event,show portrait_player,right,endline
,l,미나,그게 대체 무슨 말이에요?,endline
,event,show portrait_fire,left,endline
,event,show portrait_player_gray,right,endline
,l,레이나,대체 그런 게 어디가 특별하다고 할 수 있는 걸까?,endline
,l,,(어디선가 기계적인 멜로디가가 들렸다.),endline
,event,show empty,left,endline
,event,show empty,right,endline
,event,end,,endline
Story03Boss1,event,show portrait_fire,left,endline
,event,show portrait_player_gray,right,endline
,l,디버그,살림 루트,endline
,l,레이나,대단한…. 능력이네.,endline
,event,show portrait_fire_gray,left,endline
,event,show portrait_player,right,endline
,l,미나,자. 이야기해요.,endline
,l,미나,리안 병원에서 봤다는 진실이 뭔지….,endline
,event,show portrait_fire,left,endline
,event,show portrait_player_gray,right,endline
,l,레이나,난….;'그것'이 만들어지는 걸 봤어.,endline
,l,레이나,특별한 아이들….,endline
,event,show portrait_fire_gray,left,endline
,event,show portrait_player,right,endline
,l,미나,네?,endline
,event,show portrait_fire,left,endline
,event,show portrait_player_gray,right,endline
,l,레이나,더 이상 태어나지 않는 인류.,endline
,l,레이나,종족 보존을 위해 만들어지는 '특별한 아이들'.,endline
,l,레이나,그게…. 우리의 정체였어.,endline
,event,show portrait_fire_gray,left,endline
,event,show portrait_player,right,endline
,l,미나,그게 대체 무슨 말이에요?,endline
,event,show portrait_fire,left,endline
,event,show portrait_player_gray,right,endline
,l,레이나,대체 그런 게 어디가 특별하다고 할 수 있는 걸까?,endline
,l,,(어디선가 기계적인 멜로디가가 들렸다.),endline
,event,show empty,left,endline
,event,show empty,right,endline
,event,end,,endline
Story03End,event,nextStage,4,endline
,event,end,,endline
Story04Start,event,show portrait_player,left,endline
,event,play_se,outer_space_twinkle_lp_01,endline
,l,미나,…또야.,endline
,event,show portrait_player_gray,left,endline
,l,통신기,(미나…. 지금 막 그 지역에 봉쇄령이 떨어졌어.),endline
,event,play_se,Beep_out,endline
,event,show portrait_player,left,endline
,l,미나,…다시 가보는 수밖에 없어.,endline
,event,show empty,left,endline
,event,show empty,right,endline
,event,end,,endline
Story04Mid,event,show portrait_fire,left,endline
,event,show portrait_player_gray,right,endline
,l,레이나,여기는 왜 왔어?,endline
,event,show portrait_fire_gray,left,endline
,event,show portrait_player,right,endline
,l,미나,진정해요.;레이나 선배.,endline
,l,미나,우리 대화를 해요.,endline
,event,show portrait_fire,left,endline
,event,show portrait_player_gray,right,endline
,l,레이나,그들이 보낸 거니?,endline
,l,레이나,진실을 입막음 하기 위해서?,endline
,event,show portrait_fire_gray,left,endline
,event,show portrait_player,right,endline
,l,미나,아니요.,endline
,l,미나,저는 알고 싶을 뿐이에요.,endline
,l,미나,선배가 왜….;리안 병원을 공격했는지….,endline
,l,미나,왜…. 미사가 죽었는지….,endline
,event,show portrait_fire,left,endline
,event,show portrait_player_gray,right,endline
,l,레이나,…….,endline
,l,레이나,그 일이라면….,endline
,l,레이나,미안하게 됐어.,endline
,l,레이나,역시 나는….,endline
,l,레이나,죽어 마땅한 존재야.,endline
,event,show portrait_fire_gray,left,endline
,event,show portrait_player,right,endline
,l,미나,…….,endline
,event,end,,endline
Story04Boss0,event,show portrait_fire,left,endline
,event,show portrait_player_gray,right,endline
,l,디버그,쥬김 루트,endline
,l,레이나,대단한…. 능력이네.,endline
,event,show portrait_fire_gray,left,endline
,event,show portrait_player,right,endline
,l,미나,왜…. 죽으려고 하는 거죠.,endline
,event,show portrait_fire,left,endline
,event,show portrait_player_gray,right,endline
,l,레이나,그 병원에서는….,endline
,l,레이나,특별한 아이들이 만들어지고 있었어.,endline
,l,레이나,특별한 실험을 통해서….,endline
,l,레이나,재생산이 가능한 인간을….,endline
,l,레이나,만들고 있었어….,endline
,l,레이나,내가 갔을 때 그곳은 이미….,endline
,l,레이나,이미 지옥이었어….,endline
,event,show portrait_fire_gray,left,endline
,event,show portrait_player,right,endline
,l,미나,…….,endline
,event,show portrait_fire,left,endline
,event,show portrait_player_gray,right,endline
,l,레이나,나는….,endline
,l,레이나,모든 진실을 불태워 버리고 싶다고 생각했어.,endline
,l,레이나,…….,endline
,l,레이나,눈에 보이는 모든 것을 불태우고 나서야.,endline
,l,레이나,정신이 들었지.,endline
,l,레이나,난…. 모두를 죽인 죄인이야.,endline
,l,레이나,그게…. 사건의 전말.,endline
,l,,(레이나가 어디선가 작은 기계 장치를 꺼내든다.),endline
,event,show portrait_fire_gray,left,endline
,event,show portrait_player,right,endline
,l,미나,그건?,endline
,event,show portrait_fire,left,endline
,event,show portrait_player_gray,right,endline
,l,레이나,미안하게 됐어.,endline
,l,,(레이나가 버튼을 누르자 기계적인 멜로디가가 들렸다.),endline
,event,show empty,left,endline
,event,show empty,right,endline
,event,end,,endline
Story04Boss1,event,show portrait_fire,left,endline
,event,show portrait_player_gray,right,endline
,l,디버그,살림 루트,endline
,l,레이나,대단한…. 능력이네.,endline
,event,show portrait_fire_gray,left,endline
,event,show portrait_player,right,endline
,l,미나,왜…. 죽으려고 하는 거죠.,endline
,event,show portrait_fire,left,endline
,event,show portrait_player_gray,right,endline
,l,레이나,그 병원에서는….,endline
,l,레이나,특별한 아이들이 만들어지고 있었어.,endline
,l,레이나,특별한 실험을 통해서….,endline
,l,레이나,재생산이 가능한 인간을….,endline
,l,레이나,만들고 있었어….,endline
,l,레이나,내가 갔을 때 그곳은 이미….,endline
,l,레이나,이미 지옥이었어….,endline
,event,show portrait_fire_gray,left,endline
,event,show portrait_player,right,endline
,l,미나,…….,endline
,event,show portrait_fire,left,endline
,event,show portrait_player_gray,right,endline
,l,레이나,나는….,endline
,l,레이나,모든 진실을 불태워 버리고 싶다고 생각했어.,endline
,l,레이나,…….,endline
,l,레이나,눈에 보이는 모든 것을 불태우고 나서야.,endline
,l,레이나,정신이 들었지.,endline
,l,레이나,난…. 모두를 죽인 죄인이야.,endline
,l,레이나,그게…. 사건의 전말.,endline
,l,,(레이나가 무언가를 꺼내들 준비를 한다.),endline
,event,show portrait_fire_gray,left,endline
,event,show portrait_player,right,endline
,l,미나,…누르지 마요.,endline
,event,show portrait_fire,left,endline
,event,show portrait_player_gray,right,endline
,l,레이나,…….,endline
,event,show portrait_fire_gray,left,endline
,event,show portrait_player,right,endline
,l,미나,…다시 한번 말할게요.;누르지 마요.,endline
,l,미나,그걸 누르면 폭발하는 거죠?,endline
,event,show portrait_fire,left,endline
,event,show portrait_player_gray,right,endline
,l,레이나,…알고 있었어?,endline
,l,레이나,그걸 알고도 내게 다가온 거야?,endline
,event,show portrait_fire_gray,left,endline
,event,show portrait_player,right,endline
,l,미나,…네.,endline
,l,미나,말했잖아요.,endline
,l,미나,진정해요.;레이나 선배.,endline
,l,미나,우리 대화를 해요.,endline
,event,show portrait_fire,left,endline
,event,show portrait_player_gray,right,endline
,l,레이나,…….,endline
,l,레이나,….,endline
,l,레이나,내 이야기를….,endline
,l,레이나,들어주겠니?,endline
,event,nextStage,10,endline
,event,show empty,left,endline
,event,show empty,right,endline
,event,end,,endline
Story04End,event,nextStage,4,endline
,event,end,,endline
StoryEnd,l,,이야기,endline
,l,,후기,endline
,l,,끝,endline
,event,nextStage,999,endline
,event,end,,endline
